pμ_px,pμ_py,pμ_pz,pν_px,pν_py,pν_pz,p_other_px,p_other_py,p_other_pz,p_other_e
-26.119383198305762,28.13899195175963,28.385542255142454,25.892423427908863,-30.161124723656116,59.673073114245746,26.119383198348682,-28.138991951859005,-28.385542259599802,6952.253008257664
-8.836522836184118,31.098363314227107,-86.90548620835919,3.6413869808405193,-32.268133401880796,-14.42707147503086,8.836522832235959,-31.098363305748396,86.90548622155607,6907.275855174657
-8.041692177865023,11.048903947193791,82.54692169538639,13.592826385654751,-18.096402928823082,-7.8752617329924455,8.041692177913115,-11.048903947189187,-82.5469219112498,6916.329500440811
24.790771864674337,4.119207818426838,-358.46902139028,-29.66329390819942,18.60495228893455,-84.82127263620154,-24.79077186477976,-4.119207818358302,358.46902137162414,6640.6511434361055
5.384653030320556,-60.186828447129265,-253.49739593410018,-2.264687269341974,24.361028617727364,-34.02484671644776,-5.384653030355016,60.18682844715642,253.49739481845805,6739.399944100387
-3.6843670789958582,42.09292057669529,107.70274368641509,16.33202478168837,-34.57504980945782,138.43815855795037,3.6843670790022958,-42.092920576676,-107.70274368678825,6884.305226197998
30.82873467635083,-47.24580410887028,194.1742185766772,-2.1535415884315974,33.31869869845932,93.66955364385785,-30.82873467635667,47.24580410881577,-194.17421854221558,6797.796599441073
-15.28851606956137,1.9442720702862346,210.3233174027325,8.312771489390448,-3.943514323003245,4.371169329751239,15.288516069294511,-1.9442720700593785,-210.32331740360442,6789.112760167821
-23.898307512362997,3.1651512428327138,-61.57857079765246,43.48168569197491,22.716341987261202,-16.226302473181036,23.898307511194897,-3.16515124223997,61.57857079122718,6933.870741505365
-8.009946080262958,-18.336750413613714,57.68661970735817,11.74503703473686,11.823571607827686,-21.580700507285997,8.00994607938849,18.336750413759553,-57.686619727836906,6938.941397766276
53.088608534261795,22.35991438255975,77.87012606519639,-26.621297844650154,-46.34842853692962,38.827641314050766,-53.08860853433807,-22.359914382485513,-77.87012605000801,6903.138584435962
0.3348845267652161,-3.367376855573175,-846.3276559309185,-0.4958544057799269,12.631389177038493,-19.600926411575408,-0.33488452663547125,3.367376855481092,846.3276558722571,6153.665572108384
-1.3124207194156656,-0.8956214398269662,0.4271421985154319,-3.703946274901404,-9.285506493891196,-953.637977425383,1.3124207194486806,0.8956214397722546,-0.42714219900063277,6998.351303424307
14.396677793250504,57.27297914367536,-52.21403566908528,2.442990325674372,-20.341283836157807,11.399550795683684,-14.396677793250978,-57.272979143723916,52.2140357127355,6921.172497418429
21.727088407106205,-0.6854865466526262,20.1478639705786,-24.953310119463296,-4.068982741633006,273.78291841394986,-21.727088470126464,0.685486781084208,-20.147857627196608,6970.360778055677
-38.77013769416979,10.675736388008188,8.696843454533042,40.89414560906458,-6.150185173808377,31.389767058922924,38.7701376834848,-10.67573643602996,-8.696844173592266,6958.857063379917
31.217089925910805,-23.408555082482852,-395.57573215114377,-33.61280745565636,23.35773415894305,-508.8556606615155,-31.217089925550294,23.408555082624055,395.5757321811049,6602.504543219841
7.449459438956835,27.335187031881333,6.9814304356115775,-12.95132453802759,-22.04072982241202,-62.32892854177262,-7.449459344064049,-27.3351869961968,-6.981430928729292,6970.820238856116
0.4619067392008945,-0.600981639721939,4.41355335692905,-0.02437334039967185,-0.5529743204615495,6.153766450303866,-0.46190673930094506,0.600981639266649,-4.413553375732147,6995.520585534982
-24.66296244095364,9.387682271004179,-15.421002697739342,14.744495348852464,-6.209573120997255,-189.4635412516972,24.662962440977186,-9.387682271219573,15.421002698177,6969.435170815898
-2.423416168992692,-37.60528808154557,-45.5410930722194,11.892160466770166,38.40290627578581,-94.97467172002966,2.4234161687277673,37.60528807969387,45.54109310710218,6940.8896544088575
12.026740435972416,31.655852844668175,-52.85269928212503,-22.591443647642137,-37.9771816484703,-73.1774352162696,-12.026740435974826,-31.655852844392996,52.85269924811195,6937.229350054673
-8.649754403750697,26.64168770299507,291.7541940846487,8.770326933823096,-29.52831014944285,62.845849906787684,8.649754403750595,-26.641687702995306,-291.7541940846332,6706.904249937128
25.882892470452767,14.60022239001823,-235.15748521360504,-38.04650593276263,-20.267508909806082,-118.93833694941604,-25.882892470478602,-14.600222389964463,235.1574852130075,6762.972270324944
-0.36356197869284435,-32.11790199360348,326.1140364123367,1.682448288877267,45.29369372964825,228.19500157828676,0.3635619787763058,32.11790199360551,-326.1140363881774,6672.307968158298
-10.368248142678755,-10.924992739720212,76.72158878686355,6.435019921521432,2.4889794392540625,-18.94214875176583,10.368248142679224,10.92499273972013,-76.72158878685524,6921.813879838388
-2.7315809345365274,-41.41701778532725,-150.85825410036082,6.341313272671657,29.79686564511805,-46.742165626699254,2.731580934055057,41.41701778494419,150.85825411398528,6843.5357712077475
